User,Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Total
Uglysteve,2020-09-30,2,0,0,0,0,0,0,0,0,0,0,13,70,32,23,0,30,15,25,41,25,38,12,10,336
Heyzeus,2020-09-30,4,0,0,0,0,0,0,0,0,16,14,3,26,24,11,7,5,4,0,0,4,8,0,10,136
Barinade88,2020-09-30,23,0,4,0,0,0,0,0,0,23,51,47,67,0,1,0,0,0,0,0,0,29,5,0,250
Vulgorn,2020-09-30,2,0,0,0,0,0,0,0,0,0,0,0,0,22,5,4,1,1,23,0,15,41,0,0,114
zithers,2020-09-30,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38,58
Hiten,2020-09-30,22,0,0,0,0,0,0,0,0,20,44,6,84,77,19,4,2,0,35,0,13,24,9,2,361
badname,2020-09-30,25,3,0,1,0,0,0,1,17,13,17,11,9,0,12,10,18,27,53,27,25,44,1,0,314
Armando,2020-09-30,5,0,0,0,0,0,0,0,0,1,5,0,0,0,0,10,14,18,17,55,13,43,2,2,185
soup,2020-09-30,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,28
renavlt,2020-09-30,2,0,0,0,0,0,0,0,0,5,21,1,37,3,0,0,0,0,0,0,0,0,0,0,69
crackprosh,2020-09-30,11,0,0,0,0,0,0,0,0,0,0,6,63,17,8,7,26,22,15,6,27,9,7,0,224
ari5,2020-09-30,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,0,0,12
Paul,2020-09-30,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25
DEKMS,2020-09-30,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,7
Hosea,2020-09-30,0,0,0,0,0,0,1,0,27,20,3,27,11,1,1,2,7,12,9,22,0,31,3,0,177
Sicachu,2020-09-30,0,0,0,0,0,0,0,0,5,5,12,0,14,0,0,17,3,12,20,16,2,9,0,0,115
breezyexcursion,2020-09-30,0,0,0,0,0,0,0,0,1,4,37,6,0,6,0,3,3,15,51,0,9,10,4,0,149
cdorner,2020-09-30,0,0,0,0,0,0,0,0,0,4,2,0,1,1,0,0,0,1,3,10,13,0,0,0,35
teep,2020-09-30,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,12
Tatsu,2020-09-30,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
bokchoiii,2020-09-30,0,0,0,0,0,0,0,0,0,0,69,58,80,92,45,26,37,29,48,4,0,0,0,2,490
cmc,2020-09-30,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,26
TheSwaggersaurus,2020-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
TK,2020-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,62
Drewnami,2020-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
TOTAL,2020-09-30,112,19,6,1,0,1,1,1,50,116,280,211,463,275,125,93,146,161,301,181,159,348,58,83,3191
