User,Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Total
Hiten,2020-05-08,2,0,0,0,0,0,0,0,0,13,42,43,5,79,161,5,2,155,123,12,17,41,14,4,718
soup,2020-05-08,1,0,0,0,0,0,0,0,0,0,0,0,16,56,70,0,1,47,46,0,1,0,0,0,238
Heyzeus,2020-05-08,3,0,4,0,0,0,0,0,0,0,0,1,4,1,7,0,4,3,6,0,0,1,1,1,36
Armando,2020-05-08,7,3,5,1,0,0,0,0,0,0,0,0,0,0,1,1,4,7,3,2,8,15,12,8,77
crackprosh,2020-05-08,1,1,8,0,0,0,0,0,0,0,0,0,59,45,15,6,0,11,9,0,0,0,0,0,155
breezyexcursion,2020-05-08,1,1,0,0,0,0,0,0,0,21,11,9,0,4,2,2,15,1,4,1,12,4,4,9,101
TheSwaggersaurus,2020-05-08,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
gna647,2020-05-08,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
DEKMS,2020-05-08,1,3,0,0,0,0,0,0,0,1,27,1,1,4,0,0,0,0,0,0,0,0,0,0,38
Lee🐧,2020-05-08,1,0,0,0,0,0,0,0,0,3,9,4,1,3,3,2,8,4,3,2,9,12,4,7,75
Hosea,2020-05-08,0,1,9,0,0,0,0,0,0,4,26,10,20,1,14,5,0,0,26,9,20,5,12,0,162
Fat Mac,2020-05-08,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7
wlof aubro,2020-05-08,0,0,0,0,0,0,0,0,0,6,33,1,0,43,6,3,0,5,42,48,42,25,13,0,267
renavlt,2020-05-08,0,0,0,0,0,0,0,0,0,6,22,3,8,37,50,0,0,40,32,2,1,3,0,0,204
bokchoiii,2020-05-08,0,0,0,0,0,0,0,0,0,3,274,122,222,62,0,0,0,28,17,2,7,153,16,1,907
Sicachu,2020-05-08,0,0,0,0,0,0,0,0,0,0,72,28,17,52,13,0,11,31,15,21,4,68,19,2,353
teep,2020-05-08,0,0,0,0,0,0,0,0,0,0,2,24,52,0,0,0,0,0,0,0,0,0,0,0,78
cdorner,2020-05-08,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,4,2,2,1,0,0,2,2,1,27
ari5,2020-05-08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
TK,2020-05-08,0,0,0,0,0,0,0,0,0,0,0,12,65,4,0,1,5,0,0,7,27,97,8,37,263
Barinade88,2020-05-08,0,0,0,0,0,0,0,0,0,0,0,12,19,14,0,2,0,0,0,0,0,0,0,0,47
NigerianKnightmare,2020-05-08,0,0,0,0,0,0,0,0,0,0,0,0,8,49,0,0,2,3,0,0,5,0,0,1,68
Tatsu,2020-05-08,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,7,1,3,0,16
MegaTech,2020-05-08,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,18
Vulgorn,2020-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
Zeni,2020-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,10
TOTAL,2020-05-08,21,9,28,1,0,0,0,2,0,57,526,270,517,461,344,31,60,339,327,106,160,432,116,72,3879
