User,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Total
Heyzeus,5,1,2,0,0,0,0,0,0,0,0,0,0,10,11,6,8,3,2,2,3,0,1,0,54
Armando,13,0,0,0,0,0,0,0,0,0,8,3,3,0,1,2,5,14,4,7,0,1,7,5,73
Sicachu,10,0,0,0,0,0,0,0,0,0,3,0,28,0,25,2,9,0,9,1,4,2,4,0,97
soup,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,4,0,0,16
Hosea,3,1,0,0,0,0,0,0,0,1,10,7,10,44,16,0,1,1,1,0,5,9,7,9,125
TK,13,0,0,0,0,0,0,0,0,0,0,0,0,10,27,3,0,0,30,0,0,2,6,0,91
crackprosh,13,1,1,0,0,0,0,0,0,0,0,13,27,39,26,4,10,8,16,2,0,0,9,14,183
Chucky2sRevenge,3,1,0,0,0,0,0,0,0,0,0,5,10,0,3,2,0,5,1,0,0,0,0,0,30
Drewnami,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fat Mac,0,0,0,0,0,0,0,0,0,9,6,18,0,1,0,1,1,0,0,0,0,0,1,2,39
ari5,0,0,0,0,0,0,0,0,0,7,2,0,0,1,0,1,0,0,0,0,0,1,0,0,12
Hiten,0,0,0,0,0,0,0,0,0,5,16,1,18,14,67,15,22,21,18,1,2,15,2,0,217
Uglysteve,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28,1,4,8,6,0,0,0,0,0,49
teepan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
wlof aubro,0,0,0,0,0,0,0,0,0,8,39,39,73,6,4,1,0,2,28,0,8,17,3,1,229
NigerianKnightmare,0,0,0,0,0,0,0,0,0,17,1,18,0,0,0,1,2,0,0,6,8,6,0,1,60
breezyexcursion,0,0,0,0,0,0,0,0,0,7,7,11,16,12,19,12,2,2,4,3,8,2,5,13,123
cdorner,0,0,0,0,0,0,0,0,0,0,21,4,2,0,0,0,0,1,0,0,9,9,2,0,48
Skullface,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
bokchoiii,0,0,0,0,0,0,0,0,0,0,0,67,145,0,9,1,0,0,0,0,0,0,6,16,244
Barinade88,0,0,0,0,0,0,0,0,0,0,0,5,1,46,7,1,0,0,0,4,14,21,2,0,101
GitHub,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Lee🐧,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,7,0,1,0,2,0,0,0,0,32
TheSwaggersaurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MegaTech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Zeni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
ChrasSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
zithers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
DEKMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
peace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
TOTAL,63,5,3,1,0,0,0,0,0,56,113,192,335,199,251,60,66,72,119,28,61,90,61,67,1842
