User,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Total
crackprosh,4,7,0,0,0,0,0,0,0,0,13,27,25,14,6,0,8,6,17,1,29,21,13,20,211
Sicachu,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,49,0,0,0,1,9,0,2,10,89
renavlt,1,0,0,0,0,0,0,0,0,1,12,1,0,1,8,13,7,8,9,1,3,1,1,2,69
breezyexcursion,2,0,1,0,0,0,0,0,0,45,38,0,0,1,14,26,5,5,6,0,25,54,44,3,269
Heyzeus,2,0,2,0,0,0,0,0,0,0,0,2,3,0,10,5,8,5,10,2,4,6,2,2,63
Hiten,1,0,0,0,0,0,0,0,0,8,29,3,0,11,14,32,30,8,10,9,5,12,11,2,185
DEKMS,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Armando,3,6,2,2,0,0,0,0,0,0,0,0,8,11,9,22,6,18,10,2,5,7,13,20,144
NigerianKnightmare,0,1,0,0,0,0,0,0,0,2,24,24,2,0,0,0,0,6,3,0,0,0,0,0,62
TK,0,4,4,0,0,0,0,0,0,0,3,13,6,0,0,6,15,4,6,7,0,29,0,0,97
Lee🐧,0,4,0,0,0,0,0,0,0,0,0,0,2,0,6,0,1,4,3,2,4,8,5,5,44
Tatsu,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,1,7
bokchoiii,0,9,3,0,0,0,0,0,0,0,0,29,8,0,1,0,0,0,0,0,0,3,13,25,91
teepan,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Light,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,33,0,0,0,0,0,50
Fat Mac,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,10
wlof aubro,0,0,0,0,0,0,0,0,4,16,30,11,3,6,17,26,23,6,10,7,1,9,0,0,169
cdorner,0,0,0,0,0,0,0,0,1,0,10,4,2,2,8,7,3,0,0,0,6,16,21,2,82
Hosea,0,0,0,0,0,0,0,0,0,15,26,6,10,11,20,20,17,8,14,4,24,29,1,0,205
Barinade88,0,0,0,0,0,0,0,0,0,0,23,0,12,1,23,21,17,0,16,3,28,25,0,0,169
ari5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,3,1,0,0,9
soup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,3,0,0,4,0,16
Neoconkers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
zithers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
Zeni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ChrasSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
TOTAL,27,34,12,3,0,0,1,5,9,88,212,132,81,58,141,234,142,79,154,42,147,228,131,95,2055
