User,Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Total
crackprosh,2020-05-18,4,2,0,0,0,0,0,0,0,0,4,3,0,2,12,5,2,6,8,0,1,1,2,0,52
Armando,2020-05-18,20,5,19,27,0,0,0,0,0,0,0,0,0,0,0,4,6,0,13,2,0,4,1,0,101
Heyzeus,2020-05-18,9,4,7,18,0,0,0,0,0,0,0,0,0,1,4,1,14,0,8,1,0,1,0,0,68
Sicachu,2020-05-18,0,2,34,0,0,0,0,0,0,0,0,9,1,3,3,0,10,16,10,3,30,9,0,0,130
TK,2020-05-18,0,10,0,0,0,0,0,0,0,0,0,12,62,61,81,18,12,3,0,0,40,0,0,0,299
Lee🐧,2020-05-18,0,1,9,0,0,0,0,0,0,0,0,1,0,1,1,2,0,5,5,0,9,6,0,1,41
Barinade88,2020-05-18,0,0,1,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,9
bokchoiii,2020-05-18,0,0,16,0,0,0,0,0,0,0,0,49,199,0,0,0,0,0,22,0,33,11,6,3,339
Blank Gilbert,2020-05-18,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
wlof aubro,2020-05-18,0,0,0,0,0,0,0,0,1,7,10,27,15,0,12,4,17,0,9,32,34,18,0,0,186
Hosea,2020-05-18,0,0,0,0,0,0,0,0,0,0,17,0,2,13,8,2,0,0,6,4,11,1,7,0,71
Hiten,2020-05-18,0,0,0,0,0,0,0,0,0,0,10,6,0,0,13,6,128,20,16,36,1,31,8,2,277
NigerianKnightmare,2020-05-18,0,0,0,0,0,0,0,0,0,0,8,1,14,30,0,5,4,2,3,17,34,2,0,0,120
cdorner,2020-05-18,0,0,0,0,0,0,0,0,0,0,6,1,1,0,1,1,6,1,0,0,1,0,0,0,18
breezyexcursion,2020-05-18,0,0,0,0,0,0,0,0,0,0,0,11,2,2,7,0,3,0,4,4,0,2,0,0,35
Paul,2020-05-18,0,0,0,0,0,0,0,0,0,0,0,3,0,34,36,0,1,3,0,0,0,0,0,0,77
teep,2020-05-18,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,4,0,0,0,0,0,0,0,116
DEKMS,2020-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,26
Neoconkers,2020-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26
renavlt,2020-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,25,8,6,4,0,3,0,0,52
ari5,2020-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,10
soup,2020-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,3,0,0,0,8,1,0,38
Tatsu,2020-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Uglysteve,2020-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TOTAL,2020-05-18,33,24,86,45,0,0,0,0,4,7,60,127,408,186,194,54,256,77,112,103,194,97,25,6,2098
