User,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Total
Sicachu,24,37,12,102,0,0,0,0,0,0,16,24,41,23,35,26,24,5,43,28,60,23,4,54,581
Hiten,17,0,0,0,0,0,0,0,1,3,0,0,32,4,13,24,8,3,7,11,13,10,2,20,168
TK,1,5,10,0,0,0,0,0,0,0,0,0,8,14,0,22,25,5,12,0,1,2,0,4,109
Armando,9,7,9,31,1,0,0,0,0,0,1,0,0,2,0,11,9,17,11,5,8,5,0,28,154
breezyexcursion,9,0,0,0,0,0,0,0,0,0,0,6,36,14,12,32,2,7,16,5,3,8,5,14,169
TheSwaggersaurus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Hosea,0,7,0,0,0,0,1,0,0,9,0,0,0,3,2,13,9,0,4,7,3,2,0,2,62
Heyzeus,0,7,0,8,0,0,0,0,0,0,0,0,5,16,9,5,1,1,1,6,4,1,0,3,67
Lee🐧,0,3,0,1,0,0,0,0,0,0,0,0,0,4,6,0,5,2,0,1,7,2,2,0,33
crackprosh,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,30,18,13,0,2,12,3,0,4,86
soup,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,16
Chucky2sRevenge,0,1,6,2,0,0,0,0,0,0,0,0,3,10,3,8,9,1,4,3,0,0,0,0,50
teepan,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
NigerianKnightmare,0,0,0,119,0,0,0,0,0,0,0,13,4,0,0,0,6,0,17,0,0,0,0,1,160
Zeni,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
John🦴,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
cdorner,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,6
wlof aubro,0,0,0,0,0,0,0,0,4,15,15,23,57,3,43,45,11,16,24,14,33,15,1,5,324
Fat Mac,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,4,0,0,0,0,0,0,30
Tatsu,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,6
renavlt,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,7,2,5,1,1,0,0,0,1,24
Tee,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
zithers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,9
Chev427BB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
bokchoiii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24
ChrasSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9
Neoconkers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
daffadilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
TOTAL,62,77,38,264,4,0,1,5,12,43,45,69,188,99,125,231,130,80,174,84,144,73,20,145,2113
