User,Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Total
TK,2020-05-06,2,3,0,0,0,0,0,0,0,0,14,88,52,35,6,50,22,4,0,36,44,0,0,0,356
crackprosh,2020-05-06,4,2,3,0,0,0,0,0,0,0,0,0,24,15,10,0,9,0,10,27,30,0,10,17,161
bokchoiii,2020-05-06,0,31,16,68,125,13,0,0,0,0,72,82,0,5,97,13,3,0,0,0,0,16,47,28,616
NigerianKnightmare,2020-05-06,0,5,0,0,0,0,0,0,0,8,37,21,0,7,9,65,28,0,0,5,20,0,0,0,205
Armando,2020-05-06,0,24,27,44,52,2,0,0,0,0,0,0,0,0,0,0,8,20,6,2,0,8,7,15,215
Hiten,2020-05-06,0,5,0,0,0,0,0,0,1,17,21,15,6,13,4,11,13,0,3,19,13,22,97,38,298
Heyzeus,2020-05-06,0,9,5,6,0,0,0,0,0,0,0,0,11,5,8,2,1,3,4,0,0,0,0,0,54
DEKMS,2020-05-06,0,0,2,30,51,8,0,0,0,36,11,37,1,11,10,3,0,0,0,0,0,0,0,2,202
Vulgorn,2020-05-06,0,0,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24
Tatsu,2020-05-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,7
Hosea,2020-05-06,0,0,0,0,6,9,0,0,5,36,4,4,14,30,0,0,0,18,15,31,20,4,0,0,196
wlof aubro,2020-05-06,0,0,0,0,0,0,0,1,3,56,26,12,4,6,40,38,6,12,3,14,50,45,10,0,326
Zeni,2020-05-06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sicachu,2020-05-06,0,0,0,0,0,0,0,0,0,39,32,6,20,17,30,21,15,8,6,0,1,28,56,20,299
breezyexcursion,2020-05-06,0,0,0,0,0,0,0,0,0,19,36,18,10,9,5,11,7,31,15,5,30,23,9,0,228
cdorner,2020-05-06,0,0,0,0,0,0,0,0,0,6,3,8,6,3,4,0,0,2,0,0,0,3,0,0,35
renavlt,2020-05-06,0,0,0,0,0,0,0,0,0,4,6,0,6,5,10,3,3,6,1,3,2,7,28,9,93
Lee🐧,2020-05-06,0,0,0,0,0,0,0,0,0,0,5,9,19,0,0,0,1,0,2,0,0,7,10,6,59
soup,2020-05-06,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,21,6,0,0,15,29,10,89
Fat Mac,2020-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
teep,2020-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15
ari5,2020-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOTAL,2020-05-06,6,79,53,148,258,32,0,1,10,221,267,300,180,162,237,217,132,125,71,142,213,179,304,146,3483
