User,Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Total
bokchoiii,2020-08-29,326,327,430,11,0,0,0,0,0,0,3,112,67,48,127,60,1,2,0,64,0,0,0,0,1578
TK,2020-08-29,68,99,225,0,0,0,0,0,0,0,0,141,0,7,0,0,0,11,0,92,6,0,0,0,649
Tatsu,2020-08-29,1,0,8,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,4,1,3,25
badname,2020-08-29,56,118,191,15,0,0,0,0,5,3,72,11,12,43,21,0,3,24,1,17,22,31,10,9,664
TheSwaggersaurus,2020-08-29,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36
Hosea,2020-08-29,7,4,0,0,0,0,0,0,0,2,0,3,11,10,22,1,6,1,0,1,6,34,11,24,143
breezyexcursion,2020-08-29,91,76,0,0,0,0,0,0,0,2,37,6,38,5,6,44,33,1,6,2,2,7,1,0,357
DEKMS,2020-08-29,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,13,0,0,0,0,0,0,0,0,18
crackprosh,2020-08-29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,1,0,15
Heyzeus,2020-08-29,2,0,0,0,0,0,0,0,0,1,2,9,9,2,3,7,1,0,1,0,5,1,2,0,45
Hiten,2020-08-29,23,72,0,0,0,0,0,0,0,1,43,19,22,12,2,36,14,65,71,11,14,30,5,11,451
Armando,2020-08-29,15,58,94,4,0,0,0,0,0,0,0,0,0,0,2,11,6,4,2,1,26,21,0,0,244
Vulgorn,2020-08-29,74,129,144,5,0,0,0,0,0,0,0,0,6,1,32,3,0,0,3,23,19,10,4,13,466
soup,2020-08-29,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,7,21,18,0,1,139
Paul,2020-08-29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
ari5,2020-08-29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4
MrMallard,2020-08-29,0,19,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,27
zithers,2020-08-29,0,0,82,20,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,8,0,0,12,134
teep,2020-08-29,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Uglysteve,2020-08-29,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,11,0,0,0,0,0,3,0,19
Sicachu,2020-08-29,0,0,0,0,0,0,0,1,0,0,18,6,0,0,0,34,6,0,2,8,0,25,12,29,141
cdorner,2020-08-29,0,0,0,0,0,0,0,0,0,1,5,7,32,1,1,26,2,14,3,3,10,2,3,1,111
renavlt,2020-08-29,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,15,1,11,43,1,0,0,1,0,78
Neoconkers,2020-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
TOTAL,2020-08-29,722,932,1178,64,1,0,0,3,5,10,186,317,206,132,226,256,86,176,158,233,140,183,54,109,5377
