User,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Total
Heyzeus,7,7,0,0,0,0,0,0,0,0,0,0,7,19,3,3,12,5,5,4,7,1,12,8,100
Chucky2sRevenge,2,33,1,0,0,0,0,0,0,0,5,15,10,4,6,32,3,0,3,0,0,0,4,0,118
Lee🐧,1,0,0,0,0,0,0,0,0,0,0,0,2,7,0,4,5,0,6,0,1,8,6,2,42
Sicachu,1,0,0,0,0,0,0,0,1,0,0,3,17,39,4,6,20,2,11,6,34,14,4,17,179
breezyexcursion,3,3,0,0,0,0,0,0,1,2,20,3,0,24,1,33,50,48,11,0,0,8,79,13,299
crackprosh,10,14,0,0,0,0,0,0,0,0,2,25,17,10,8,3,5,6,38,6,17,31,46,33,271
Hiten,4,0,0,0,0,0,0,1,2,2,10,19,40,24,2,0,17,20,16,0,10,10,46,14,237
Armando,1,12,2,1,0,0,0,0,0,0,0,4,9,53,6,39,15,17,2,8,0,8,15,32,224
bokchoiii,0,2,0,1,0,0,0,0,0,0,0,0,39,46,25,13,0,15,0,0,0,0,2,0,143
TK,0,46,2,0,0,0,0,0,0,0,0,1,2,0,0,2,8,64,9,0,45,18,45,2,244
DEKMS,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
soup,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,7,0,40
Fat Mac,0,3,0,0,0,0,0,0,0,4,51,8,0,0,0,0,0,0,0,0,0,0,10,6,82
pereza,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Barinade88,0,0,1,1,5,9,0,0,0,8,16,15,42,31,17,46,16,25,25,0,14,14,18,6,309
Hosea,0,0,0,1,6,15,0,0,7,12,13,7,1,14,6,9,1,2,0,0,10,2,10,11,127
cdorner,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,4,12,4,14,0,0,0,42
wlof aubro,0,0,0,0,0,0,0,0,10,3,6,9,21,2,5,6,4,46,4,0,11,7,4,0,138
MegaTech,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,12
teepan,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7
ari5,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,1,0,0,1,0,0,4,2,32
NigerianKnightmare,0,0,0,0,0,0,0,0,0,0,0,20,3,0,2,4,11,33,2,0,25,3,30,29,162
Zeni,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,31,33,0,5,0,0,0,0,0,77
Tatsu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,7
kwoo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Neoconkers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,7
ChrasSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
croon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,47
TOTAL,29,134,7,4,11,24,0,1,25,35,147,145,210,273,92,236,208,287,150,30,209,134,392,176,2959
