User,Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Total
Hiten,2020-09-21,3,9,0,0,0,0,0,0,0,4,50,56,31,0,6,24,6,14,0,2,0,8,21,12,246
breezyexcursion,2020-09-21,2,0,0,0,0,0,0,0,0,11,2,13,13,7,13,52,32,3,1,4,0,0,0,0,153
Heyzeus,2020-09-21,1,0,0,0,0,0,0,1,1,2,3,0,0,0,0,1,1,0,0,9,4,3,5,8,39
badname,2020-09-21,0,2,0,0,0,0,0,2,7,16,51,84,68,21,23,74,12,17,52,20,27,7,3,13,499
TK,2020-09-21,0,22,2,0,0,0,0,0,1,7,75,1,6,0,0,0,0,0,0,0,0,3,2,8,127
crackprosh,2020-09-21,0,2,0,0,0,0,0,0,0,0,0,17,15,17,17,9,1,21,8,10,1,0,6,0,124
zithers,2020-09-21,0,1,0,0,0,0,0,0,0,0,0,0,0,20,14,0,3,26,41,1,0,1,14,27,148
Hosea,2020-09-21,0,0,1,0,0,0,1,1,16,5,9,19,25,2,5,20,0,6,0,0,6,2,4,1,123
soup,2020-09-21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,10
Armando,2020-09-21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,31,32,15,7,4,13,8,4,20,55,191
DEKMS,2020-09-21,0,0,0,0,0,0,0,0,1,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,32
Uglysteve,2020-09-21,0,0,0,0,0,0,0,0,9,27,67,84,54,17,11,89,6,0,0,10,7,2,0,0,383
cdorner,2020-09-21,0,0,0,0,0,0,0,0,1,1,2,7,0,2,3,0,0,0,3,2,0,0,0,0,21
ari5,2020-09-21,0,0,0,0,0,0,0,0,0,4,5,1,3,0,0,2,0,0,0,0,0,0,0,1,16
renavlt,2020-09-21,0,0,0,0,0,0,0,0,0,3,12,19,1,0,8,8,2,0,0,5,1,0,1,2,62
Paul,2020-09-21,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,25,10,1,15,6,0,0,0,0,61
bokchoiii,2020-09-21,0,0,0,0,0,0,0,0,0,8,85,67,47,12,27,115,45,8,0,0,4,0,0,0,418
teep,2020-09-21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4
Tatsu,2020-09-21,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,2,1,0,0,1,1,13
Vulgorn,2020-09-21,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,5,58,47,8,3,3,3,6,148
Sicachu,2020-09-21,0,0,0,0,0,0,0,0,0,0,0,0,10,2,23,0,0,0,0,0,0,3,0,0,38
TheSwaggersaurus,2020-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,9
evae,2020-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67
TOTAL,2020-09-21,6,36,3,2,0,0,1,4,36,104,387,381,273,101,181,456,140,169,173,96,61,40,81,201,2932
